engine_id,failed,failure_cycle,op_setting_1_avg_30,op_setting_1_avg_60,op_setting_1_avg_90,op_setting_1_min,op_setting_1_max,op_setting_1_var,op_setting_2_avg_30,op_setting_2_avg_60,op_setting_2_avg_90,op_setting_2_min,op_setting_2_max,op_setting_2_var,op_setting_3_avg_30,op_setting_3_avg_60,op_setting_3_avg_90,op_setting_3_min,op_setting_3_max,op_setting_3_var,sensor_1_avg_30,sensor_1_avg_60,sensor_1_avg_90,sensor_1_min,sensor_1_max,sensor_1_var,sensor_2_avg_30,sensor_2_avg_60,sensor_2_avg_90,sensor_2_min,sensor_2_max,sensor_2_var,sensor_3_avg_30,sensor_3_avg_60,sensor_3_avg_90,sensor_3_min,sensor_3_max,sensor_3_var,sensor_4_avg_30,sensor_4_avg_60,sensor_4_avg_90,sensor_4_min                ,sensor_4_max,sensor_4_var,sensor_5_avg_30,sensor_5_avg_60,sensor_5_avg_90,sensor_5_min,sensor_5_max,sensor_5_var,sensor_6_avg_30,sensor_6_avg_60,sensor_6_avg_90,sensor_6_min,sensor_6_max,sensor_6_var,sensor_7_avg_30,sensor_7_avg_60,sensor_7_avg_90,sensor_7_min,sensor_7_max,sensor_7_var,sensor_8_avg_30,sensor_8_avg_60,sensor_8_avg_90,sensor_8_min,sensor_8_max,sensor_8_var,sensor_9_avg_30,sensor_9_avg_60,sensor_9_avg_90,sensor_9_min,sensor_9_max,sensor_9_var,sensor_10_avg_30,sensor_10_avg_60,sensor_10_avg_90,sensor_10_min,sensor_10_max,sensor_10_var,sensor_11_avg_30,sensor_11_avg_60,sensor_11_avg_90,sensor_11_min,sensor_11_max,sensor_11_var,sensor_12_avg_30,sensor_12_avg_60,sensor_12_avg_90,sensor_12_min,sensor_12_max,sensor_12_var,sensor_13_avg_30,sensor_13_avg_60,sensor_13_avg_90,sensor_13_min,sensor_13_max,sensor_13_var,sensor_14_avg_30,sensor_14_avg_60,sensor_14_avg_90,sensor_14_min,sensor_14_max,sensor_14_var,sensor_15_avg_30,sensor_15_avg_60,sensor_15_avg_90,sensor_15_min,sensor_15_max,sensor_15_var,sensor_16_avg_30,sensor_16_avg_60,sensor_16_avg_90,sensor_16_min,sensor_16_max,sensor_16_var,sensor_17_avg_30,sensor_17_avg_60,sensor_17_avg_90,sensor_17_min,sensor_17_max,sensor_17_var,sensor_18_avg_30,sensor_18_avg_60,sensor_18_avg_90,sensor_18_min,sensor_18_max,sensor_18_var,sensor_19_avg_30,sensor_19_avg_60,sensor_19_avg_90,sensor_19_min,sensor_19_max,sensor_19_var,sensor_20_avg_30,sensor_20_avg_60,sensor_20_avg_90,sensor_20_min,sensor_20_max,sensor_20_var,sensor_21_avg_30,sensor_21_avg_60,sensor_21_avg_90,sensor_21_min,sensor_21_max,sensor_21_var,failure_type
11,1,240,0.000463333,-3e-05,-0.000364444,-0.0059,0.0065,4e-06,1.33e-05,1.5e-05,-1.44e-05,-0.0005,0.0005,8.32e-08,100.0,100.0,100.0,100,100,0.0,518.67,518.67,518.67,518.67,518.67,0.0,643.3143333,643.1018333,642.9177778,641.41,644.09,0.232940893,1600.463667,1597.04,1594.554,1571.84,1609.02,45.04608675,1419.952,1416.189667,1412.476778,1389.78,1432.38,73.85814047,14.62,14.62,14.62,14.62,14.62,1.27e-29,21.61,21.61,21.60988889,21.6,21.61,4.39e-06,552.3353333,552.7633333,553.0516667,550.55,555.36,0.66667196,2388.128667,2388.105,2388.091778,2387.95,2388.25,0.002544909,9129.378667,9110.868,9098.717889,9044.26,9155.67,665.5849045,1.3,1.3,1.3,1.3,1.3,4.95e-32,47.93666667,47.7855,47.67,47.02,48.24,0.065689533,520.6333333,520.9738333,521.2173333,519.94,522.95,0.396185479,2388.122667,2388.1015,2388.084556,2387.94,2388.18,0.002238492,8197.926333,8183.137833,8173.004778,8131.09,8218.6,416.6651807,8.487813333,8.473843333,8.461116667,8.3427,8.5408,0.00131085,0.03,0.03,0.03,0.03,0.03,1.93e-34,395.5333333,394.65,394.0777778,390,397,2.336401674,2388.0,2388.0,2388.0,2388,2388,0.0,100.0,100.0,100.0,100.0,100,0.0,38.55,38.66483333,38.72633333,38.28,39.21,0.033714141,23.14206,23.197185,23.24137778,23.0208,23.5788,0.012072647,Failure_1
12,1,170,0.000263333,9.33e-05,0.000201111,-0.0049,0.0072,4.32e-06,0.00013,0.000135,0.000111111,-0.0004,0.0005,8.26e-08,100.0,100.0,100.0,100,100,0.0,518.67,518.67,518.67,518.67,518.67,0.0,643.368,643.2088333,643.0678889,641.86,643.91,0.171631121,1597.561,1595.5555,1594.368444,1581.29,1607.1,24.82524974,1424.645,1420.909333,1417.626444,1399.4,1434.94,56.50753729,14.62,14.62,14.62,14.62,14.62,3.17e-30,21.61,21.61,21.61,21.61,21.61,1.27e-29,551.8123333,552.2683333,552.514,551.09,554.61,0.536097699,2388.244,2388.214333,2388.191111,2388.06,2388.32,0.003093091,9050.125,9049.569167,9048.582778,9033.93,9060.73,18.82508603,1.3,1.3,1.3,1.3,1.3,4.96e-32,48.01433333,47.898,47.815,47.17,48.28,0.046735872,520.004,520.3571667,520.6276667,519.01,522.18,0.392502068,2388.240667,2388.214833,2388.190889,2388.05,2388.33,0.003162144,8125.932,8126.386167,8126.388889,8118.74,8134.34,11.19121045,8.50082,8.482736667,8.473374444,8.4005,8.5654,0.00092012,0.03,0.03,0.03,0.03,0.03,1.21e-35,395.4333333,394.7666667,394.2444444,391,397,1.928437174,2388.0,2388.0,2388.0,2388,2388,0.0,100.0,100.0,100.0,100.0,100,0.0,38.51333333,38.59916667,38.66177778,38.31,39.04,0.025310003,23.12529,23.17714167,23.20035556,23.0102,23.4524,0.007653873,Failure_1
13,1,163,0.000226667,0.000101667,-1.89e-05,-0.006,0.0064,4.35e-06,-4.33e-05,-1.33e-05,-3.33e-05,-0.0005,0.0005,8.36e-08,100.0,100.0,100.0,100,100,0.0,518.67,518.67,518.67,518.67,518.67,0.0,643.3633333,643.16,643.0535556,641.91,644.26,0.175555427,1600.086333,1596.305167,1594.199111,1581.24,1612.88,32.65453547,1423.134667,1418.614167,1415.979667,1399.34,1432.39,48.31047291,14.62,14.62,14.62,14.62,14.62,0.0,21.61,21.61,21.61,21.61,21.61,1.27e-29,552.131,552.4671667,552.7564444,550.99,554.39,0.408509877,2388.146,2388.127833,2388.119111,2388.03,2388.2,0.00114755,9120.515333,9100.117833,9088.197556,9045.6,9153.32,632.9302512,1.3,1.3,1.3,1.3,1.3,4.96e-32,47.92,47.80966667,47.72311111,47.27,48.34,0.037795675,520.527,520.7573333,520.9305556,519.76,522.5,0.267418276,2388.136667,2388.124167,2388.112111,2388.03,2388.2,0.001073256,8189.331,8172.651667,8162.747556,8129.46,8218.44,451.8330455,8.500473333,8.47819,8.464303333,8.3731,8.554,0.001098486,0.03,0.03,0.03,0.03,0.03,1.21e-35,395.2333333,394.6666667,394.2444444,390,397,1.88495039,2388.0,2388.0,2388.0,2388,2388,0.0,100.0,100.0,100.0,100.0,100,0.0,38.565,38.64466667,38.7,38.28,39.08,0.022890548,23.15116,23.19142,23.22026,23.0185,23.4748,0.006874528,Failure_1
14,1,180,0.000633333,0.00059,0.000594444,-0.0045,0.007,4.75e-06,-3e-05,1.33e-05,-1.11e-06,-0.0005,0.0005,7.52e-08,100.0,100.0,100.0,100,100,0.0,518.67,518.67,518.67,518.67,518.67,0.0,643.3466667,643.152,643.0483333,642.03,644.17,0.144272933,1601.043,1598.518,1596.751778,1580.94,1609.93,32.18207951,1423.983,1420.518833,1417.648556,1391.4,1432.46,53.49677486,14.62,14.62,14.62,14.62,14.62,0.0,21.61,21.61,21.61,21.61,21.61,0.0,552.0193333,552.3653333,552.5737778,551.16,554.64,0.441046431,2388.163667,2388.1505,2388.139444,2388.01,2388.24,0.00148279,9109.765333,9095.157167,9086.691556,9048.76,9132.68,371.4021222,1.3,1.3,1.3,1.3,1.3,4.96e-32,48.01566667,47.88466667,47.80866667,47.17,48.32,0.045111394,520.267,520.5976667,520.8004444,519.76,522.11,0.274253939,2388.162333,2388.144333,2388.130889,2388.01,2388.23,0.001443883,8178.763333,8167.046167,8160.426111,8132.92,8196.18,213.1023963,8.498416667,8.485923333,8.475531111,8.3914,8.5399,0.000827973,0.03,0.03,0.03,0.03,0.03,1.21e-35,395.5666667,394.95,394.4666667,391,397,1.741123526,2388.0,2388.0,2388.0,2388,2388,0.0,100.0,100.0,100.0,100.0,100,0.0,38.53666667,38.6185,38.66933333,38.31,39.09,0.022037318,23.10968333,23.16007,23.18724667,22.9824,23.4354,0.008683597,Failure_1
15,1,207,-0.000196667,-8.83e-05,-4.44e-05,-0.0064,0.0055,4.98e-06,7.33e-05,6.33e-05,8.56e-05,-0.0005,0.0005,8.14e-08,100.0,100.0,100.0,100,100,0.0,518.67,518.67,518.67,518.67,518.67,0.0,643.408,643.1255,642.8858889,641.45,643.93,0.301173946,1598.111333,1594.5805,1592.143111,1574.15,1608.43,39.80814777,1422.071667,1416.001667,1411.881222,1389.68,1435.38,94.83455576,14.62,14.62,14.62,14.62,14.62,0.0,21.61,21.61,21.60988889,21.6,21.61,5.06e-06,552.01,552.5646667,552.9657778,550.77,555.54,1.010362347,2388.226667,2388.174833,2388.143111,2387.94,2388.33,0.00696556,9049.049333,9052.42,9053.795333,9039.93,9066.89,24.16323116,1.3,1.3,1.3,1.3,1.3,4.46e-31,47.95633333,47.78333333,47.66966667,46.92,48.3,0.084062549,520.3246667,520.7726667,521.1054444,519.6,523.06,0.651046972,2388.233333,2388.18,2388.141667,2387.94,2388.33,0.007326678,8125.860667,8129.731,8132.286333,8116.7,8148.48,39.66995539,8.494563333,8.472691667,8.458211111,8.3409,8.5487,0.001582185,0.03,0.03,0.03,0.03,0.03,4.84e-35,395.2333333,394.2666667,393.7222222,390,398,2.211387834,2388.0,2388.0,2388.0,2388,2388,0.0,100.0,100.0,100.0,100.0,100,0.0,38.57866667,38.67833333,38.75455556,38.37,39.27,0.036597613,23.15477,23.20835833,23.24967,23.0375,23.5732,0.012106539,Failure_1
16,1,209,0.000323333,0.000443333,0.000298889,-0.0061,0.0074,5.02e-06,1.67e-05,1e-05,-1.44e-05,-0.0005,0.0005,8.36e-08,100.0,100.0,100.0,100,100,0.0,518.67,518.67,518.67,518.67,518.67,0.0,643.5753333,643.3755,643.2858889,641.92,644.47,0.168465477,1599.609667,1597.337167,1596.374333,1580.59,1608.26,29.6359606,1425.881,1421.820167,1419.848667,1399.44,1437.53,44.94635212,14.62,14.62,14.62,14.62,14.62,3.17e-30,21.61,21.61,21.61,21.61,21.61,5.070000000000001e-29,551.4696667,551.9025,552.1286667,550.51,554.22,0.485480332,2388.237333,2388.211333,2388.192889,2388.06,2388.29,0.002552218,9060.528333,9060.169167,9059.796111,9048.75,9071.25,20.85766996,1.3,1.3,1.3,1.3,1.3,4.95e-32,48.02166667,47.944,47.88122222,47.3,48.28,0.031878087,519.8536667,520.1628333,520.357,519.29,522.03,0.345742768,2388.241,2388.2125,2388.195889,2388.03,2388.32,0.002867225,8133.699333,8134.494167,8135.170333,8126.58,8146.35,11.48517936,8.510996667,8.496863333,8.487655556,8.3989,8.5595,0.000833968,0.03,0.03,0.03,0.03,0.03,4.84e-35,395.7,395.1833333,394.8222222,391,397,1.460710342,2388.0,2388.0,2388.0,2388,2388,0.0,100.0,100.0,100.0,100.0,100,0.0,38.46866667,38.541,38.58611111,38.23,38.97,0.023005962,23.10089667,23.13173,23.16204333,22.9774,23.4158,0.007385797,Failure_1
17,1,276,1.33e-05,-0.00024,-0.000283333,-0.0072,0.0051,4.82e-06,5.33e-05,5.5e-05,6.22e-05,-0.0005,0.0005,8.22e-08,100.0,100.0,100.0,100,100,0.0,518.67,518.67,518.67,518.67,518.67,0.0,643.4133333,643.1905,642.9932222,641.45,644.09,0.253200931,1599.236,1596.499667,1594.208444,1575.15,1608.86,37.44211853,1422.690333,1417.973333,1414.521556,1390.41,1433.02,78.22197775,14.62,14.62,14.62,14.62,14.62,0.0,21.61,21.61,21.60988889,21.6,21.61,4.17e-06,552.2586667,552.7056667,553.0056667,550.88,556.06,0.667159382,2388.126,2388.104,2388.082778,2387.94,2388.2,0.002230814,9151.341333,9132.3535,9118.833444,9052.74,9178.28,846.3085392,1.3,1.3,1.3,1.3,1.3,0.0,47.93866667,47.7725,47.67255556,46.95,48.23,0.059772505,520.51,520.843,521.0925556,519.26,522.97,0.421786249,2388.127,2388.101833,2388.086111,2387.94,2388.21,0.002268473,8215.056,8199.9045,8189.000333,8137.4,8238.26,537.2756572,8.493736667,8.473126667,8.459746667,8.3449,8.5549,0.001244999,0.03,0.03,0.03,0.03,0.03,0.0,395.8333333,395.0833333,394.5111111,389,398,2.577549407,2388.0,2388.0,2388.0,2388,2388,0.0,100.0,100.0,100.0,100.0,100,0.0,38.53033333,38.65233333,38.71188889,38.32,39.32,0.032510813,23.11720333,23.16792333,23.21036556,22.9783,23.5428,0.012795661,Failure_1
18,1,195,0.000763333,0.000263333,0.000277778,-0.0053,0.0071,4.45e-06,-8.67e-05,1.17e-05,2.56e-05,-0.0005,0.0005,8.08e-08,100.0,100.0,100.0,100,100,0.0,518.67,518.67,518.67,518.67,518.67,0.0,643.1053333,642.8638333,642.7134444,641.34,644.05,0.211243336,1599.487333,1594.970167,1592.812111,1576.32,1609.52,42.7576653,1419.072333,1413.163667,1409.734556,1389.32,1433.02,72.28461669,14.62,14.62,14.62,14.62,14.62,3.17e-30,21.61,21.61,21.60977778,21.6,21.61,2.02e-06,552.749,553.2093333,553.4628889,551.39,555.27,0.545639371,2388.099333,2388.065167,2388.049333,2387.94,2388.44,0.002519323,9168.961667,9136.7955,9117.936778,9051.44,9224.53,1574.948178,1.3,1.3,1.3,1.3,1.3,4.96e-32,47.82166667,47.66116667,47.55111111,47.02,48.3,0.056789966,520.8733333,521.2676667,521.5068889,519.44,523.2,0.357288395,2388.109333,2388.070667,2388.054444,2387.93,2388.39,0.00255566,8233.141,8206.39,8189.993778,8136.89,8282.5,1092.191489,8.48564,8.463725,8.450454444,8.3509,8.5429,0.001445464,0.03,0.03,0.03,0.03,0.03,4.84e-35,395.4,394.45,393.7,390,398,2.498387523,2388.0,2388.0,2388.0,2388,2388,0.0,100.0,100.0,100.0,100.0,100,0.0,38.64133333,38.74283333,38.80677778,38.3,39.23,0.030048348,23.16313333,23.23368667,23.27395889,22.9841,23.5772,0.011080197,Failure_1
19,1,158,0.000443333,0.0004,0.000302222,-0.0049,0.0051,4.17e-06,1.67e-05,-1.83e-05,3.33e-06,-0.0005,0.0005,8.78e-08,100.0,100.0,100.0,100,100,0.0,518.67,518.67,518.67,518.67,518.67,0.0,643.3656667,643.2263333,643.1527778,641.91,644.12,0.160660119,1598.945333,1597.491333,1596.168,1581.79,1605.58,27.53381348,1424.404333,1420.5165,1417.848333,1399.69,1433.97,45.26158032,14.62,14.62,14.62,14.62,14.62,3.18e-30,21.61,21.61,21.61,21.61,21.61,0.0,551.6913333,552.1063333,552.4002222,550.69,553.99,0.518808583,2388.274667,2388.236167,2388.211556,2388.01,2388.33,0.003762836,9043.516333,9044.655167,9045.036889,9035.58,9055.91,16.68245904,1.3,1.3,1.3,1.3,1.3,0.0,48.02266667,47.91333333,47.83,47.37,48.24,0.04063764,519.9203333,520.3353333,520.5902222,519.22,522.09,0.391278916,2388.261,2388.223667,2388.204333,2388.05,2388.33,0.003321184,8119.738333,8121.735833,8123.425778,8112.87,8137.19,16.74694568,8.494953333,8.484943333,8.47252,8.3976,8.5381,0.0009523,0.03,0.03,0.03,0.03,0.03,1.21e-35,395.4333333,394.7166667,394.4,391,398,1.6046521,2388.0,2388.0,2388.0,2388,2388,0.0,100.0,100.0,100.0,100.0,100,0.0,38.51833333,38.589,38.636,38.16,39.05,0.023273261,23.11583,23.15931,23.18936222,22.9405,23.4029,0.007181766,Failure_1
20,1,234,-0.000186667,0.00031,0.000111111,-0.0058,0.0057,5.1e-06,-3.33e-06,1e-05,6.67e-06,-0.0005,0.0005,9.38e-08,100.0,100.0,100.0,100,100,0.0,518.67,518.67,518.67,518.67,518.67,0.0,643.5083333,643.3176667,643.1511111,641.83,644.12,0.183120238,1599.275333,1597.883667,1596.551889,1579.43,1608.02,27.49406286,1425.107,1421.899,1419.128889,1397.76,1437.23,56.03552228,14.62,14.62,14.62,14.62,14.62,3.17e-30,21.61,21.61,21.61,21.61,21.61,5.070000000000001e-29,551.747,552.1215,552.3945556,550.43,554.66,0.497502625,2388.218,2388.195,2388.173889,2388.03,2388.3,0.002715434,9071.040667,9068.558833,9067.019556,9047.97,9078.22,38.62633669,1.3,1.3,1.3,1.3,1.3,4.95e-32,48.044,47.94316667,47.87066667,47.28,48.41,0.044471171,520.0313333,520.3736667,520.5678889,519.28,522.03,0.338497144,2388.222,2388.192833,2388.173444,2388.02,2388.29,0.002900268,8144.310333,8143.841667,8142.791556,8129.1,8150.52,15.93679123,8.502636667,8.487561667,8.477906667,8.3917,8.5451,0.000772333,0.03,0.03,0.03,0.03,0.03,1.09e-34,395.5,395.2,394.8111111,390,397,1.746762775,2388.0,2388.0,2388.0,2388,2388,0.0,100.0,100.0,100.0,100.0,100,0.0,38.546,38.5855,38.62911111,38.3,39.09,0.019249552,23.1043,23.146265,23.17416111,22.9783,23.4263,0.008210867,Failure_1
21,1,195,3.33e-06,-4.33e-05,3.44e-05,-0.006,0.0064,5.12e-06,-5e-05,-9.33e-05,-8e-05,-0.0006,0.0004,8.86e-08,100.0,100.0,100.0,100,100,0.0,518.67,518.67,518.67,518.67,518.67,0.0,643.379,643.1408333,642.9908889,641.89,644.03,0.194573582,1598.201,1595.910333,1594.172889,1581.12,1606.47,30.74561997,1420.945667,1417.232667,1414.724556,1394.72,1434.26,54.10187936,14.62,14.62,14.62,14.62,14.62,3.17e-30,21.61,21.61,21.60988889,21.6,21.61,5.13e-07,552.3306667,552.6675,552.9708889,551.4,554.54,0.398646667,2388.138,2388.122833,2388.109111,2388.01,2388.2,0.001405112,9128.256333,9104.9965,9090.994444,9037.63,9164.82,879.7934185,1.3,1.3,1.3,1.3,1.3,4.96e-32,47.91733333,47.80066667,47.71322222,47.12,48.25,0.039942955,520.492,520.7458333,520.9642222,519.79,522.43,0.276332947,2388.128667,2388.113833,2388.108778,2387.98,2388.21,0.001149046,8197.193333,8178.33,8166.513,8118.42,8231.47,632.7608577,8.4916,8.472601667,8.464502222,8.3731,8.5325,0.000984542,0.03,0.03,0.03,0.03,0.03,4.84e-35,395.4666667,394.5833333,394.1777778,390,399,2.032408142,2388.0,2388.0,2388.0,2388,2388,0.0,100.0,100.0,100.0,100.0,100,0.0,38.574,38.66283333,38.70911111,38.35,39.11,0.023049818,23.13457667,23.19004667,23.22629111,22.9791,23.4954,0.008501903,Failure_1
22,1,202,-0.00066,2.17e-05,0.000126667,-0.0049,0.0057,4.61e-06,6.33e-05,8.33e-06,2.22e-06,-0.0005,0.0005,7.88e-08,100.0,100.0,100.0,100,100,0.0,518.67,518.67,518.67,518.67,518.67,0.0,643.448,643.3108333,643.2055556,642.13,643.87,0.150736762,1598.667667,1597.507667,1596.314889,1581.02,1609.56,22.91727977,1425.292,1422.071,1419.883222,1401.38,1433.89,39.95805548,14.62,14.62,14.62,14.62,14.62,3.17e-30,21.61,21.61,21.61,21.61,21.61,5.070000000000001e-29,551.6693333,551.9778333,552.2235556,551.02,554.09,0.475448007,2388.252,2388.2275,2388.211333,2388.06,2388.31,0.002328654,9052.628667,9050.701833,9049.829444,9035.89,9063.17,22.98656732,1.3,1.3,1.3,1.3,1.3,1.98e-31,48.06933333,47.959,47.89577778,47.4,48.35,0.035751167,519.8593333,520.1571667,520.3955556,519.29,522.0,0.297917711,2388.254333,2388.233667,2388.211556,2388.07,2388.31,0.002436434,8126.818333,8126.756167,8126.361889,8116.1,8135.4,11.58831205,8.505703333,8.494626667,8.485457778,8.4072,8.5599,0.000810907,0.03,0.03,0.03,0.03,0.03,4.84e-35,395.7666667,395.05,394.7333333,391,398,1.641692527,2388.0,2388.0,2388.0,2388,2388,0.0,100.0,100.0,100.0,100.0,100,0.0,38.52133333,38.57516667,38.61955556,38.28,39.01,0.019854423,23.10504667,23.15191,23.17138556,22.9798,23.4268,0.007554397,Failure_1
23,1,168,0.000196667,4e-05,0.00018,-0.0067,0.0051,4.52e-06,6.67e-05,3.67e-05,1.56e-05,-0.0005,0.0005,9.08e-08,100.0,100.0,100.0,100,100,0.0,518.67,518.67,518.67,518.67,518.67,0.0,643.3936667,643.2493333,643.1242222,641.96,644.07,0.191310091,1598.677,1596.556333,1594.760222,1581.84,1604.68,26.91874678,1423.692,1419.406167,1416.824111,1397.83,1432.24,53.00360289,14.62,14.62,14.62,14.62,14.62,3.17e-30,21.61,21.61,21.61,21.61,21.61,1.27e-29,551.8083333,552.2781667,552.5483333,550.78,554.77,0.596585401,2388.242667,2388.204167,2388.179333,2388.03,2388.32,0.003808554,9056.932667,9055.377667,9054.443,9041.01,9064.58,18.1328976,1.3,1.3,1.3,1.3,1.3,4.96e-32,48.014,47.874,47.77644444,47.21,48.19,0.045798275,520.1983333,520.4785,520.7132222,519.22,522.27,0.348612646,2388.231,2388.200667,2388.175556,2388.02,2388.36,0.003477156,8129.375333,8130.011667,8130.424444,8123.74,8138.82,8.528740515,8.494573333,8.481356667,8.470008889,8.3864,8.5626,0.000982113,0.03,0.03,0.03,0.03,0.03,4.84e-35,395.5666667,394.8666667,394.3888889,391,397,1.864699173,2388.0,2388.0,2388.0,2388,2388,0.0,100.0,100.0,100.0,100.0,100,0.0,38.51733333,38.58933333,38.655,38.23,39.12,0.027155461,23.13364333,23.18002,23.21102444,22.9071,23.4845,0.007481371,Failure_1
24,1,147,4.33e-05,0.000151667,-3.89e-05,-0.0061,0.0067,5.41e-06,-1e-05,8.33e-06,5.56e-06,-0.0005,0.0004,8.39e-08,100.0,100.0,100.0,100,100,0.0,518.67,518.67,518.67,518.67,518.67,0.0,643.358,643.0731667,642.9011111,641.62,643.96,0.238526736,1597.684667,1594.831833,1592.226222,1577.14,1607.24,32.03696076,1421.219667,1414.984833,1411.501667,1391.9,1434.04,74.07258269,14.62,14.62,14.62,14.62,14.62,0.0,21.61,21.61,21.61,21.6,21.61,1.35e-06,552.0136667,552.6168333,553.0228889,550.78,555.09,0.884137275,2388.217667,2388.167833,2388.134111,2387.96,2388.33,0.006211527,9050.758,9055.5335,9057.620778,9039.95,9071.82,43.17513065,1.3,1.3,1.3,1.3,1.3,0.0,47.903,47.73283333,47.62355556,47.06,48.28,0.068963517,520.3506667,520.8518333,521.146,519.3,522.6,0.500708592,2388.207333,2388.16,2388.126778,2387.97,2388.3,0.006086357,8128.118333,8133.508333,8136.414556,8116.55,8150.91,51.21756039,8.48974,8.468718333,8.453937778,8.3712,8.5617,0.001397264,0.03,0.03,0.03,0.03,0.03,1.21e-35,394.7666667,393.9333333,393.5444444,390,398,2.025719877,2388.0,2388.0,2388.0,2388,2388,0.0,100.0,100.0,100.0,100.0,100,0.0,38.581,38.70333333,38.76566667,38.39,39.16,0.028153872,23.15148,23.21781333,23.25778667,23.0049,23.5244,0.011994258,Failure_1
25,1,230,-0.000223333,0.000236667,0.000294444,-0.0084,0.006,4.73e-06,-2e-05,-3.33e-06,1.44e-05,-0.0004,0.0006,8.74e-08,100.0,100.0,100.0,100,100,0.0,518.67,518.67,518.67,518.67,518.67,0.0,643.4346667,643.2498333,643.1256667,641.61,644.18,0.198466036,1600.734,1598.047833,1596.104111,1575.77,1608.49,33.15427511,1424.276,1420.559667,1417.522778,1390.73,1433.44,51.90187476,14.62,14.62,14.62,14.62,14.62,0.0,21.61,21.61,21.61,21.61,21.61,1.14e-28,552.1236667,552.3616667,552.552,550.9,554.48,0.400665381,2388.149333,2388.139167,2388.130778,2388.04,2388.24,0.001216283,9122.696333,9102.937,9090.105,9036.28,9152.46,684.7629045,1.3,1.3,1.3,1.3,1.3,1.98e-31,47.96033333,47.86316667,47.787,47.25,48.39,0.037793438,520.384,520.6205,520.7947778,519.65,522.3,0.248242521,2388.158667,2388.145833,2388.136111,2388.03,2388.23,0.001272035,8190.851667,8174.209833,8164.174,8120.11,8211.93,469.4559299,8.507486667,8.489613333,8.477081111,8.3837,8.5494,0.001062747,0.03,0.03,0.03,0.03,0.03,4.84e-35,395.9666667,395.2,394.5555556,390,398,2.098898804,2388.0,2388.0,2388.0,2388,2388,0.0,100.0,100.0,100.0,100.0,100,0.0,38.525,38.60483333,38.65366667,38.28,39.11,0.023672202,23.09444333,23.14286833,23.17751444,23.0172,23.4772,0.009058978,Failure_1
26,1,199,-0.000456667,-0.000225,-0.000482222,-0.0065,0.0056,4.89e-06,5.33e-05,-2.17e-05,-7.78e-06,-0.0005,0.0005,9.23e-08,100.0,100.0,100.0,100,100,0.0,518.67,518.67,518.67,518.67,518.67,0.0,643.396,643.2176667,643.0986667,641.82,644.04,0.150596569,1599.352667,1597.273667,1595.580222,1581.96,1607.92,22.84861665,1423.240333,1420.343333,1417.359,1396.5,1432.5,45.2685644,14.62,14.62,14.62,14.62,14.62,3.17e-30,21.61,21.61,21.61,21.61,21.61,5.070000000000001e-29,552.1653333,552.4518333,552.6592222,551.23,554.32,0.357730415,2388.143333,2388.129667,2388.127667,2388.05,2388.2,0.000797026,9125.741333,9104.379,9090.424556,9035.69,9159.51,802.1044201,1.3,1.3,1.3,1.3,1.3,1.98e-31,47.95266667,47.84816667,47.77511111,47.27,48.2,0.032174042,520.331,520.6481667,520.832,519.2,522.11,0.239279773,2388.145333,2388.131333,2388.127667,2388.02,2388.21,0.001103573,8193.469,8175.991333,8164.47,8119.6,8222.42,565.8861148,8.506833333,8.488841667,8.478201111,8.397,8.5494,0.000999556,0.03,0.03,0.03,0.03,0.03,1.21e-35,395.6666667,395.0166667,394.5888889,390,398,1.935028679,2388.0,2388.0,2388.0,2388,2388,0.0,100.0,100.0,100.0,100.0,100,0.0,38.557,38.62916667,38.67744444,38.27,39.1,0.018728562,23.13899667,23.17193,23.20305111,22.9867,23.4328,0.00633573,Failure_1
1,1,149,22.73601667,24.302765,24.34712556,0.0,42.0077,230.910695,0.553013333,0.588333333,0.582387778,0.0,0.8419,0.099631974,97.33333333,96.0,94.66666667,60,100,202.7208416,474.8566667,473.034,472.9497778,445.0,518.67,738.950292,585.5466667,581.89,580.4988889,536.25,643.73,1450.142909,1446.695,1432.025167,1425.378556,1256.76,1607.03,11627.40345,1236.219333,1219.096,1211.848444,1040.99,1429.43,14663.79555,8.310333333,8.023166667,8.016444444,3.91,14.62,14.0436731,12.11966667,11.64883333,11.59722222,5.71,21.61,31.58387171,299.1563333,285.1678333,282.6326667,137.57,554.08,22593.24709,2261.401667,2245.579833,2234.006,1915.02,2388.31,21041.91795,8568.073333,8530.6025,8513.463667,7993.23,9051.13,113972.1861,1.117666667,1.0965,1.092222222,0.94,1.3,0.016184455,44.061,43.53666667,43.26666667,36.57,48.09,10.6447549,281.6626667,268.4998333,266.1022222,129.49,521.83,20074.62534,2363.997667,2351.952833,2339.940667,2027.94,2388.43,16412.82279,8065.536333,8055.579333,8049.700111,7857.51,8128.64,6606.584625,9.22117,9.302376667,9.343951111,8.3892,10.9764,0.546603413,0.025333333,0.024333333,0.023888889,0.02,0.03,2.29e-05,354.7333333,351.1666667,349.6222222,306,397,791.2577544,2261.5,2245.7,2234.122222,1915,2388,21041.25023,98.99533333,98.493,97.99066667,84.93,100,28.77431029,21.80433333,20.8685,20.71466667,10.36,39.04,103.4211819,13.07934667,12.536055,12.44704667,6.2285,23.3464,36.91423412,Failure_2
